"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-01","3.6",,"0.0","0.0","0.0","10.8","13.3","8.3","  130","  160","7.6","8.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-02","3.1",,"0.0","0.0","0.0","10.6","16.1","6.1","  140",,"7.2",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-03","3.4",,"0.0","0.0","0.0","12.6","19.4","7.8","  190","  200","8.1","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-04","4.5",,"0.0","0.0","0.0","15.9","23.3","10.0","  190","  190","12.5","14.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-05","2.4",,"0.0","0.0","0.0","19.2","27.8","12.8","  180","  170","5.8","7.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-06","3.4",,"0.0","0.0","0.0","18.6","21.1","12.2","   40","   40","7.6","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-07","2.8",,"0.0","0.0","0.0","16.4","22.2","10.6","  190","  180","5.8","6.7","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-08","2.6",,"0.0","0.0","0.0","15.5","22.2","11.7","  170","  180","5.8","7.2","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-09","2.8",,"0.5","0.0","0.0","16.0","17.8","14.4","   80","   90","6.3","7.2","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-10","4.3",,"0.0","0.0","0.0","17.9","23.3","14.4","  190","  190","9.8","11.6","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-11","4.2",,"0.0","0.0","0.0","19.8","25.0","16.7","  180","  180","11.6","14.8","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-12","5.7",,"0.3","0.0","0.0","22.6","30.6","18.3","  290","  310","13.4","17.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-13","7.4",,"0.0","0.0","0.0","19.4","22.8","12.8","  320","  310","13.0","17.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-14","5.2",,"0.0","0.0","0.0","15.4","21.7","10.6","  190","  230","7.6","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-15","5.1",,"0.0","0.0","0.0","15.9","21.7","11.7","  180","  180","9.8","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-16","2.3",,"10.4","0.0","0.0","16.9","21.1","14.4","  170","  160","4.5","5.8","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-17","2.9",,"0.0","0.0","0.0","20.8","27.2","16.1","  180","  200","5.8","6.7","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-18","4.3",,"0.0","0.0","0.0","17.4","20.0","13.9","   80","  100","9.4","10.3","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-19","2.5",,"0.0","0.0","0.0","16.9","23.9","13.9","  340","  340","10.3","13.4","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-20","7.1",,"0.0","0.0","0.0","17.5","20.6","12.2","  300","  300","11.6","15.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-21","2.8",,"0.0","0.0","0.0","13.5","16.7","11.1","  200","  190","7.2","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-22","6.1",,"0.0","0.0","0.0","17.1","26.1","12.2","  300","  300","11.6","15.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-23","6.6",,"0.0","0.0","0.0","15.6","20.0","10.6","  330","  320","12.5","16.5",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-24","6.3",,"0.0","0.0","0.0","16.8","23.3","11.7","  180","  180","10.3","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-25","5.7",,"0.0","0.0","0.0","18.9","25.0","13.9","  190","  190","13.9","17.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-26","5.7",,"0.0","0.0","0.0","20.1","24.4","15.6","  190","  190","11.6","15.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-27","6.3",,"0.0","0.0","0.0","19.1","23.3","16.1","  180","  180","16.1","19.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-28","3.4",,"0.0","0.0","0.0","18.6","25.6","15.6","  180","  180","9.4","11.6","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-29","3.3",,"0.0","0.0","0.0","21.9","26.7","17.2","  140","   30","6.3","8.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-30","6.2",,"0.0","0.0","0.0","20.4","25.6","16.7","  180","  180","13.4","16.5","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-05-31","4.6",,"0.5","0.0","0.0","20.8","26.1","17.2","  180","  180","10.7","13.4",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-01","5.4",,"19.8","0.0","0.0","16.6","17.2","11.1","   90","  100","8.9","10.7","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-02","4.5",,"8.6","0.0","0.0","11.9","13.3","10.6","   30","   30","7.6","9.4","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-03","3.9",,"0.0","0.0","0.0","14.3","20.0","11.7","  150","   40","6.7","8.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-04","5.1",,"0.0","0.0","0.0","15.1","19.4","12.8","  100","  110","10.3","12.5",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-05","2.4",,"0.0","0.0","0.0","15.6","20.6","13.9","   40","   40","5.8","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-06","4.0",,"5.1","0.0","0.0","19.0","26.1","15.0","  350","  350","9.8","12.5","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-07","4.0",,"0.0","0.0","0.0","17.8","21.7","13.3","  180","  170","8.9","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-08","8.1",,"0.5","0.0","0.0","18.7","22.8","16.1","  180","  180","13.9","17.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-09","6.1",,"0.0","0.0","0.0","21.2","29.4","17.8","  270","  180","10.7","13.4","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-10","4.9",,"0.0","0.0","0.0","23.3","26.1","18.3","  190","  180","10.3","11.6",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-11","4.3",,"0.0","0.0","0.0","23.7","30.6","18.9","  230","  240","7.6","9.8",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-12","4.6",,"0.0","0.0","0.0","25.5","29.4","21.7","  180","  190","11.6","13.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-13","4.8",,"0.0","0.0","0.0","26.4","31.1","19.4","  320","  320","11.6","14.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-14","3.6",,"7.9","0.0","0.0","23.9","30.0","18.9","  230","  240","8.1","10.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-15","3.7",,"27.7","0.0","0.0","22.2","27.2","18.9","   30","   30","6.7","7.6","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-16","3.0",,"2.0","0.0","0.0","20.3","26.1","18.9","  330","  330","7.6","10.3","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-17","4.3",,"0.0","0.0","0.0","23.5","27.2","18.9","  150","   40","7.6","10.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-18","3.6",,"0.0","0.0","0.0","19.4","21.7","18.3","  150","  150","6.7","7.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-19","3.0",,"0.0","0.0","0.0","23.5","31.7","19.4","   20","  330","7.2","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-20","4.7",,"8.1","0.0","0.0","22.3","23.9","19.4","   90","  100","8.1","10.3","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-21","5.8",,"13.0","0.0","0.0","24.8","32.2","21.7","  310","  310","16.5","20.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-22","5.1",,"0.0","0.0","0.0","27.7","31.7","23.3","  260","  310","8.9","11.6",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-23","4.9",,"0.5","0.0","0.0","26.1","31.7","22.2","  250","  250","10.3","13.4",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-24","4.9",,"0.0","0.0","0.0","25.9","30.0","20.6","  290","  360","8.9","14.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-25","4.1",,"0.0","0.0","0.0","24.3","27.8","19.4","  330","   60","11.2","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-26","3.0",,"0.0","0.0","0.0","23.4","27.2","20.6","  110","  110","7.6","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-27","5.3",,"25.9","0.0","0.0","20.2","21.7","16.7","  100","   60","8.1","11.2","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-28","4.6",,"7.6","0.0","0.0","19.5","24.4","17.8","   80","  110","8.9","13.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-29","5.6",,"0.0","0.0","0.0","22.1","26.1","17.8","  270","  270","9.8","11.6",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-06-30","5.4",,"0.0","0.0","0.0","22.9","27.2","18.9","  160",,"9.8",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-01","6.1",,"6.6","0.0","0.0","24.4","29.4","21.7","  210","  210","13.4","19.2","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-02","2.4",,"0.8","0.0","0.0","24.8","26.7","20.6","  300","  180","6.3","7.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-03","3.8",,"0.0","0.0","0.0","22.8","27.8","18.3","  180","   80","7.6","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-04","2.6",,"0.3","0.0","0.0","22.9","26.7","19.4","   30",,"4.9",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-05","4.4",,"0.0","0.0","0.0","23.3","27.2","19.4","  190",,"8.1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-06","3.5",,"0.0","0.0","0.0","24.0","28.3","20.6","  120",,"6.3",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-07","5.2",,"0.0","0.0","0.0","25.6","28.9","23.3","  180","  170","10.7","13.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-08","3.3",,"13.5","0.0","0.0","26.4","31.7","23.3","  200",,"6.3",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-09","3.8",,"8.1","0.0","0.0","23.8","25.0","22.2","  160","   20","6.7","10.7","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-10","4.7",,"0.0","0.0","0.0","25.2","30.0","22.8","  360","  340","10.3","13.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-11","3.3",,"0.0","0.0","0.0","25.6","30.0","21.1","  210",,"6.3",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-12","3.6",,"0.0","0.0","0.0","25.8","30.0","21.7","  190","  190","6.3","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-13","3.2",,"0.0","0.0","0.0","25.1","28.9","22.2","  160","  100","6.7","8.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-14","2.6",,"3.3","0.0","0.0","24.4","26.7","22.8","  120","  120","7.6","9.4","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-15","3.8",,"1.0","0.0","0.0","24.8","27.8","22.8","  360","   10","11.2","13.4","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-16","4.6",,"0.0","0.0","0.0","22.8","26.1","18.9","   20","   10","11.2","13.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-17","5.4",,"0.0","0.0","0.0","22.4","26.7","19.4","  180","  180","9.4","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-18","5.1",,"0.5","0.0","0.0","24.4","28.3","22.8","  190","  190","8.1","10.3",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-19","4.3",,"0.0","0.0","0.0","26.7","31.7","23.9","  190","  320","9.8","13.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-20","4.7",,"0.0","0.0","0.0","29.7","35.0","26.1","  190","  190","8.1","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-21","4.3",,"0.0","0.0","0.0","28.9","31.7","24.4","  330","  330","10.3","13.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-22","6.0",,"0.0","0.0","0.0","26.6","31.7","22.2","  300","  310","10.3","13.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-23","4.4",,"0.0","0.0","0.0","26.0","31.1","21.1","  200","  200","9.4","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-24","3.6",,"0.0","0.0","0.0","25.7","30.6","20.0","   60","   80","7.2","12.5",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-25","3.9",,"0.0","0.0","0.0","25.3","28.9","21.1","  140",,"6.7",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-26","6.0",,"0.0","0.0","0.0","25.9","30.6","21.7","  180","  190","11.6","14.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-27","4.1",,"0.0","0.0","0.0","25.8","29.4","23.9","  180","  160","7.2","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-28","3.9",,"0.0","0.0","0.0","26.4","31.7","22.8","  190","  180","7.6","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-29","4.5",,"0.0","0.0","0.0","28.9","35.0","23.3","  190","  190","9.8","12.5","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-30","5.1",,"24.6","0.0","0.0","26.2","29.4","24.4","  180","  180","11.2","14.3","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-07-31","3.6",,"0.0","0.0","0.0","27.4","33.9","22.8","  210","  290","7.6","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-01","5.6",,"0.0","0.0","0.0","27.7","32.8","23.3","  230","  280","10.3","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-02","3.6",,"0.0","0.0","0.0","27.4","30.6","21.1","  170","  190","8.1","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-03","5.9",,"0.0","0.0","0.0","26.2","31.7","21.7","  190","  190","12.5","14.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-04","5.2",,"0.3","0.0","0.0","27.1","33.3","21.1","  290","  280","13.4","16.5",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-05","4.7",,"0.0","0.0","0.0","27.8","32.8","21.7","  260","  260","11.6","13.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-06","3.0",,"0.0","0.0","0.0","25.3","30.0","20.6","  250","  210","7.2","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-07","3.6",,"0.0","0.0","0.0","24.8","30.0","20.6","  110","  130","8.9","10.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-08","3.0",,"0.0","0.0","0.0","23.8","28.3","19.4","   20","  150","6.7","8.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-09","3.9",,"0.0","0.0","0.0","24.1","30.6","18.9","  130","  180","7.6","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-10","4.3",,"0.0","0.0","0.0","23.7","27.2","20.0","  140","  150","8.1","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-11","6.0",,"28.7","0.0","0.0","24.3","27.2","22.2","  170","  180","14.3","19.7","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-12","5.0",,"0.0","0.0","0.0","26.2","31.1","22.8","  330","  310","7.2","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-13","3.4",,"0.0","0.0","0.0","25.1","30.6","20.6","  200","  290","8.1","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-14","3.7",,"0.0","0.0","0.0","24.9","30.0","18.9","  190","  190","9.4","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-15","4.6",,"0.0","0.0","0.0","25.8","31.1","21.1","  190","  190","9.8","11.2",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-16","3.2",,"0.0","0.0","0.0","26.8","32.2","23.3","  200","  210","8.1","11.2",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-17","4.1",,"0.0","0.0","0.0","26.9","32.8","23.3","  190","  180","8.9","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-18","5.5",,"0.0","0.0","0.0","26.7","30.0","23.9","  180","  170","9.4","13.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-19","4.7",,"0.0","0.0","0.0","26.7","30.0","24.4","  150","  140","8.9","9.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-20","5.9",,"0.0","0.0","0.0","27.1","30.6","25.0","  140","  150","10.3","13.4",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-21","3.8",,"63.0","0.0","0.0","26.2","30.6","22.8","  350","  350","8.1","10.3","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-22","3.9",,"0.0","0.0","0.0","25.3","30.0","21.1","  360","   20","8.1","10.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-23","2.3",,"0.0","0.0","0.0","24.3","28.3","20.6","   30","  190","6.3","7.6",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-24","3.4",,"0.0","0.0","0.0","25.1","28.9","21.7","  170","  160","7.2","8.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-25","5.0",,"0.3","0.0","0.0","26.3","29.4","23.9","  180","  190","8.9","10.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-26","4.5",,"0.0","0.0","0.0","25.1","28.9","20.0","  260","  270","8.9","10.3",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-27","4.2",,"0.0","0.0","0.0","24.2","28.3","20.0","  330","  330","7.6","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-28","3.0",,"0.0","0.0","0.0","23.0","27.8","17.8","  150","  150","7.6","8.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-29","3.9",,"0.0","0.0","0.0","24.2","28.9","20.0","  180","  190","8.1","9.8",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2015-08-30","4.3",,"0.0","0.0","0.0","24.9","28.9","20.6","  180","  180","7.6","9.8",,,,,,,,
